open,high,low,close,volume,timestamp,symbol
3468.34,3468.37,3468.33,3468.37,,71,2024-07-24 10:56:00,ETH/USD,
3468.37,3468.37,3468,3468.37,,79,2024-07-24 10:57:00,ETH/USD,
3509.0,3509.07,3503.67,3503.73,0.0,2024-07-23 11:00:00,ETH/USD
3503.73,3503.73,3496.17,3496.26,0.0,2024-07-23 11:01:00,ETH/USD
3496.26,3496.57,3483.74,3484.33,0.0,2024-07-23 11:02:00,ETH/USD
3484.33,3491.23,3484.33,3490.87,0.0,2024-07-23 11:03:00,ETH/USD
3490.87,3491.28,3487.87,3489.18,0.0,2024-07-23 11:04:00,ETH/USD
3489.18,3495.75,3488.94,3495.17,0.0,2024-07-23 11:05:00,ETH/USD
3495.17,3498.37,3494.68,3498.16,0.0,2024-07-23 11:06:00,ETH/USD
3498.16,3498.43,3497.03,3497.98,0.0,2024-07-23 11:07:00,ETH/USD
3497.98,3503.58,3497.97,3500.9,0.0,2024-07-23 11:08:00,ETH/USD
3500.9,3501.91,3497.47,3501.8,0.0,2024-07-23 11:09:00,ETH/USD
3501.8,3505.87,3501.35,3505.87,0.0,2024-07-23 11:10:00,ETH/USD
3505.87,3506.29,3504.54,3505.4,0.0,2024-07-23 11:11:00,ETH/USD
3505.4,3506.52,3505.08,3506.33,0.0,2024-07-23 11:12:00,ETH/USD
3506.33,3509.1,3506.16,3508.21,0.0,2024-07-23 11:13:00,ETH/USD
3508.21,3508.35,3505.4,3505.48,0.0,2024-07-23 11:14:00,ETH/USD
3505.48,3506.83,3504.02,3505.38,0.0,2024-07-23 11:15:00,ETH/USD
3505.38,3510.01,3505.37,3509.21,0.0,2024-07-23 11:16:00,ETH/USD
3509.21,3510.91,3509.17,3510.91,0.0,2024-07-23 11:17:00,ETH/USD
3510.91,3510.91,3509.46,3510.04,0.0,2024-07-23 11:18:00,ETH/USD
3510.04,3510.04,3508.47,3508.88,0.0,2024-07-23 11:19:00,ETH/USD
3508.88,3508.88,3503.72,3503.72,0.0,2024-07-23 11:20:00,ETH/USD
3503.72,3506.21,3502.03,3504.18,0.0,2024-07-23 11:21:00,ETH/USD
3504.18,3504.81,3500.67,3500.91,0.0,2024-07-23 11:22:00,ETH/USD
3500.91,3501.19,3494.59,3495.52,0.0,2024-07-23 11:23:00,ETH/USD
3495.52,3500.69,3495.07,3495.61,0.0,2024-07-23 11:24:00,ETH/USD
3495.61,3497.58,3495.6,3497.58,0.0,2024-07-23 11:25:00,ETH/USD
3497.58,3499.89,3497.48,3499.52,0.0,2024-07-23 11:26:00,ETH/USD
3499.52,3502.67,3499.49,3502.45,0.0,2024-07-23 11:27:00,ETH/USD
3502.45,3502.45,3500.52,3501.66,0.0,2024-07-23 11:28:00,ETH/USD
3501.66,3505.69,3501.5,3505.67,0.0,2024-07-23 11:29:00,ETH/USD
3505.67,3505.67,3504.02,3505.24,0.0,2024-07-23 11:30:00,ETH/USD
3505.24,3508.95,3505.24,3508.9,0.0,2024-07-23 11:31:00,ETH/USD
3508.9,3513.43,3508.9,3513.02,0.0,2024-07-23 11:32:00,ETH/USD
3513.02,3514.1,3512.48,3513.28,0.0,2024-07-23 11:33:00,ETH/USD
3513.28,3514.17,3513.28,3513.91,0.0,2024-07-23 11:34:00,ETH/USD
3513.91,3515.69,3513.91,3515.67,0.0,2024-07-23 11:35:00,ETH/USD
3515.67,3518.8,3515.64,3518.42,0.0,2024-07-23 11:36:00,ETH/USD
3518.42,3520.31,3518.42,3519.73,0.0,2024-07-23 11:37:00,ETH/USD
3519.73,3522.63,3519.63,3520.6,0.0,2024-07-23 11:38:00,ETH/USD
3520.6,3520.6,3516.38,3516.52,0.0,2024-07-23 11:39:00,ETH/USD
3516.52,3518.57,3516.38,3518.57,0.0,2024-07-23 11:40:00,ETH/USD
3518.57,3519.27,3517.92,3518.45,0.0,2024-07-23 11:41:00,ETH/USD
3518.45,3518.76,3516.98,3517.22,0.0,2024-07-23 11:42:00,ETH/USD
3517.22,3517.44,3516.32,3517.32,0.0,2024-07-23 11:43:00,ETH/USD
3517.32,3517.36,3516.36,3516.44,0.0,2024-07-23 11:44:00,ETH/USD
3516.44,3516.6,3515.82,3516.12,0.0,2024-07-23 11:45:00,ETH/USD
3516.12,3518.44,3516.12,3517.73,0.0,2024-07-23 11:46:00,ETH/USD
3517.73,3518.93,3517.72,3518.64,0.0,2024-07-23 11:47:00,ETH/USD
3518.64,3519.18,3518.16,3519.18,0.0,2024-07-23 11:48:00,ETH/USD
3519.18,3520.84,3518.84,3518.84,0.0,2024-07-23 11:49:00,ETH/USD
3518.84,3520.52,3518.82,3519.78,0.0,2024-07-23 11:50:00,ETH/USD
3519.78,3520.38,3519.57,3519.72,0.0,2024-07-23 11:51:00,ETH/USD
3519.72,3519.86,3518.12,3518.2,0.0,2024-07-23 11:52:00,ETH/USD
3518.2,3518.22,3516.34,3517.24,0.0,2024-07-23 11:53:00,ETH/USD
3517.24,3518.55,3516.94,3517.98,0.0,2024-07-23 11:54:00,ETH/USD
3517.98,3519.48,3517.95,3518.59,0.0,2024-07-23 11:55:00,ETH/USD
3518.59,3518.98,3518.13,3518.51,0.0,2024-07-23 11:56:00,ETH/USD
3518.51,3518.74,3517.88,3518.74,0.0,2024-07-23 11:57:00,ETH/USD
3518.74,3519.42,3516.84,3517.18,0.0,2024-07-23 11:58:00,ETH/USD
3517.18,3517.26,3516.73,3516.97,0.0,2024-07-23 11:59:00,ETH/USD
3516.97,3517.88,3516.5,3517.69,0.0,2024-07-23 12:00:00,ETH/USD
3517.69,3517.7,3515.34,3515.34,0.0,2024-07-23 12:01:00,ETH/USD
3515.34,3518.13,3515.28,3517.95,0.0,2024-07-23 12:02:00,ETH/USD
3517.95,3518.3,3517.35,3517.74,0.0,2024-07-23 12:03:00,ETH/USD
3517.74,3518.31,3516.99,3517.82,0.0,2024-07-23 12:04:00,ETH/USD
3517.82,3518.2,3517.48,3518.09,0.0,2024-07-23 12:05:00,ETH/USD
3518.09,3518.49,3517.4,3517.4,0.0,2024-07-23 12:06:00,ETH/USD
3517.4,3517.4,3511.41,3511.54,0.0,2024-07-23 12:07:00,ETH/USD
3511.54,3514.08,3510.25,3514.03,0.0,2024-07-23 12:08:00,ETH/USD
3514.03,3514.3,3511.53,3511.66,0.0,2024-07-23 12:09:00,ETH/USD
3511.66,3512.75,3511.01,3512.74,0.0,2024-07-23 12:10:00,ETH/USD
3512.74,3514.03,3511.99,3512.19,0.0,2024-07-23 12:11:00,ETH/USD
3512.19,3512.4,3506.88,3506.88,0.0,2024-07-23 12:12:00,ETH/USD
3506.88,3509.05,3506.84,3508.54,0.0,2024-07-23 12:13:00,ETH/USD
3508.54,3508.99,3507.2,3508.22,0.0,2024-07-23 12:14:00,ETH/USD
3508.22,3510.82,3508.19,3510.75,0.0,2024-07-23 12:15:00,ETH/USD
3510.75,3511.47,3509.94,3510.94,0.0,2024-07-23 12:16:00,ETH/USD
3510.94,3514.98,3510.94,3514.98,0.0,2024-07-23 12:17:00,ETH/USD
3514.98,3515.14,3513.6,3513.84,0.0,2024-07-23 12:18:00,ETH/USD
3513.84,3513.84,3512.49,3513.75,0.0,2024-07-23 12:19:00,ETH/USD
3513.75,3515.05,3513.34,3514.32,0.0,2024-07-23 12:20:00,ETH/USD
3514.32,3514.47,3512.96,3513.16,0.0,2024-07-23 12:21:00,ETH/USD
3513.16,3513.64,3512.36,3513.07,0.0,2024-07-23 12:22:00,ETH/USD
3513.07,3513.1,3510.23,3510.82,0.0,2024-07-23 12:23:00,ETH/USD
3510.82,3510.96,3508.49,3508.67,0.0,2024-07-23 12:24:00,ETH/USD
3508.67,3508.67,3504.21,3504.21,0.0,2024-07-23 12:25:00,ETH/USD
3504.21,3504.21,3501.64,3502.48,0.0,2024-07-23 12:26:00,ETH/USD
3502.48,3503.77,3501.76,3501.8,0.0,2024-07-23 12:27:00,ETH/USD
3501.8,3502.33,3492.92,3495.46,0.0,2024-07-23 12:28:00,ETH/USD
3495.46,3495.83,3491.28,3494.3,0.0,2024-07-23 12:29:00,ETH/USD
3494.3,3494.45,3492.71,3492.84,0.0,2024-07-23 12:30:00,ETH/USD
3492.84,3492.87,3490.16,3490.25,0.0,2024-07-23 12:31:00,ETH/USD
3490.25,3491.54,3489.68,3491.24,0.0,2024-07-23 12:32:00,ETH/USD
3491.24,3495.71,3490.37,3495.19,0.0,2024-07-23 12:33:00,ETH/USD
3495.19,3495.19,3491.98,3493.97,0.0,2024-07-23 12:34:00,ETH/USD
3493.97,3498.04,3493.95,3497.43,0.0,2024-07-23 12:35:00,ETH/USD
3497.43,3499.48,3497.43,3498.95,0.0,2024-07-23 12:36:00,ETH/USD
3498.95,3500.65,3498.95,3500.54,0.0,2024-07-23 12:37:00,ETH/USD
3500.54,3501.38,3500.46,3501.32,0.0,2024-07-23 12:38:00,ETH/USD
3501.32,3501.6,3500.9,3500.96,0.0,2024-07-23 12:39:00,ETH/USD
3500.96,3500.96,3496.09,3496.41,0.0,2024-07-23 12:40:00,ETH/USD
3496.41,3496.64,3494.39,3494.48,0.0,2024-07-23 12:41:00,ETH/USD
3494.48,3495.25,3493.8,3495.13,0.0,2024-07-23 12:42:00,ETH/USD
3495.13,3500.36,3495.13,3500.24,0.0,2024-07-23 12:43:00,ETH/USD
3500.24,3500.24,3498.23,3498.45,0.0,2024-07-23 12:44:00,ETH/USD
3498.45,3499.16,3497.4,3499.13,0.0,2024-07-23 12:45:00,ETH/USD
3499.13,3502.07,3499.0,3501.84,0.0,2024-07-23 12:46:00,ETH/USD
3501.84,3502.13,3501.08,3502.03,0.0,2024-07-23 12:47:00,ETH/USD
3502.03,3503.38,3501.81,3503.29,0.0,2024-07-23 12:48:00,ETH/USD
3503.29,3503.33,3502.24,3502.76,0.0,2024-07-23 12:49:00,ETH/USD
3502.76,3503.29,3501.92,3502.17,0.0,2024-07-23 12:50:00,ETH/USD
3502.17,3504.07,3501.85,3503.6,0.0,2024-07-23 12:51:00,ETH/USD
3503.6,3507.05,3503.54,3507.05,0.0,2024-07-23 12:52:00,ETH/USD
3507.05,3508.24,3507.05,3508.01,0.0,2024-07-23 12:53:00,ETH/USD
3508.01,3508.08,3507.23,3508.0,0.0,2024-07-23 12:54:00,ETH/USD
3508.0,3508.44,3507.77,3508.34,0.0,2024-07-23 12:55:00,ETH/USD
3508.34,3508.64,3508.22,3508.35,0.0,2024-07-23 12:56:00,ETH/USD
3508.35,3508.66,3508.15,3508.64,0.0,2024-07-23 12:57:00,ETH/USD
3508.64,3508.82,3508.14,3508.14,0.0,2024-07-23 12:58:00,ETH/USD
3508.14,3508.2,3505.79,3507.05,0.0,2024-07-23 12:59:00,ETH/USD
3507.05,3512.03,3506.88,3512.01,0.0,2024-07-23 13:00:00,ETH/USD
3512.01,3513.19,3511.76,3512.98,0.0,2024-07-23 13:01:00,ETH/USD
3512.98,3514.13,3512.2,3512.92,0.0,2024-07-23 13:02:00,ETH/USD
3512.92,3512.92,3504.73,3504.98,0.0,2024-07-23 13:03:00,ETH/USD
3504.98,3510.3,3502.02,3509.89,0.0,2024-07-23 13:04:00,ETH/USD
3509.89,3511.3,3507.64,3507.68,0.0,2024-07-23 13:05:00,ETH/USD
3507.68,3507.68,3502.23,3502.92,0.0,2024-07-23 13:06:00,ETH/USD
3502.92,3503.24,3497.51,3497.89,0.0,2024-07-23 13:07:00,ETH/USD
3497.89,3501.97,3497.89,3501.01,0.0,2024-07-23 13:08:00,ETH/USD
3501.01,3503.34,3501.01,3502.46,0.0,2024-07-23 13:09:00,ETH/USD
3502.46,3503.56,3502.37,3503.18,0.0,2024-07-23 13:10:00,ETH/USD
3503.18,3503.18,3498.3,3498.49,0.0,2024-07-23 13:11:00,ETH/USD
3498.49,3499.66,3493.22,3494.02,0.0,2024-07-23 13:12:00,ETH/USD
3494.02,3494.83,3491.66,3492.48,0.0,2024-07-23 13:13:00,ETH/USD
3492.48,3497.1,3492.48,3496.15,0.0,2024-07-23 13:14:00,ETH/USD
3496.15,3496.98,3493.24,3496.98,0.0,2024-07-23 13:15:00,ETH/USD
3496.98,3500.24,3494.44,3494.44,0.0,2024-07-23 13:16:00,ETH/USD
3494.44,3496.5,3492.27,3496.5,0.0,2024-07-23 13:17:00,ETH/USD
3496.5,3496.5,3494.71,3495.13,0.0,2024-07-23 13:18:00,ETH/USD
3495.13,3498.55,3495.05,3498.51,0.0,2024-07-23 13:19:00,ETH/USD
3498.51,3500.59,3498.29,3500.58,0.0,2024-07-23 13:20:00,ETH/USD
3500.58,3503.2,3500.52,3501.69,0.0,2024-07-23 13:21:00,ETH/USD
3501.69,3503.04,3501.49,3502.9,0.0,2024-07-23 13:22:00,ETH/USD
3502.9,3504.94,3502.62,3504.44,0.0,2024-07-23 13:23:00,ETH/USD
3504.44,3504.44,3502.54,3503.65,0.0,2024-07-23 13:24:00,ETH/USD
3503.65,3504.47,3503.13,3503.26,0.0,2024-07-23 13:25:00,ETH/USD
3503.26,3503.78,3501.6,3501.6,0.0,2024-07-23 13:26:00,ETH/USD
3501.6,3501.87,3500.45,3501.39,0.0,2024-07-23 13:27:00,ETH/USD
3501.39,3501.47,3482.76,3483.42,0.0,2024-07-23 13:28:00,ETH/USD
3483.42,3490.61,3483.42,3490.03,0.0,2024-07-23 13:29:00,ETH/USD
3490.03,3496.82,3479.22,3479.22,0.0,2024-07-23 13:30:00,ETH/USD
3479.22,3480.74,3464.73,3465.73,0.0,2024-07-23 13:31:00,ETH/USD
3465.73,3471.07,3463.76,3464.98,0.0,2024-07-23 13:32:00,ETH/USD
3464.98,3471.47,3464.98,3471.47,0.0,2024-07-23 13:33:00,ETH/USD
3471.47,3498.16,3471.47,3497.64,0.0,2024-07-23 13:34:00,ETH/USD
3497.64,3501.35,3493.85,3496.14,0.0,2024-07-23 13:35:00,ETH/USD
3496.14,3496.14,3476.89,3482.02,0.0,2024-07-23 13:36:00,ETH/USD
3482.02,3490.34,3481.46,3489.44,0.0,2024-07-23 13:37:00,ETH/USD
3489.44,3489.44,3483.62,3483.78,0.0,2024-07-23 13:38:00,ETH/USD
3483.78,3484.88,3482.55,3482.84,0.0,2024-07-23 13:39:00,ETH/USD
3482.84,3483.04,3466.1,3466.27,0.0,2024-07-23 13:40:00,ETH/USD
3466.27,3468.14,3452.96,3455.05,0.0,2024-07-23 13:41:00,ETH/USD
3455.05,3458.78,3445.1,3445.37,0.0,2024-07-23 13:42:00,ETH/USD
3445.37,3451.75,3443.38,3451.37,0.0,2024-07-23 13:43:00,ETH/USD
3451.37,3456.26,3450.77,3456.26,0.0,2024-07-23 13:44:00,ETH/USD
3456.26,3456.26,3444.75,3444.91,0.0,2024-07-23 13:45:00,ETH/USD
3444.91,3447.73,3441.64,3446.28,0.0,2024-07-23 13:46:00,ETH/USD
3446.28,3446.58,3436.04,3436.59,0.0,2024-07-23 13:47:00,ETH/USD
3436.59,3436.59,3432.22,3435.83,0.0,2024-07-23 13:48:00,ETH/USD
3435.83,3445.86,3435.69,3444.7,0.0,2024-07-23 13:49:00,ETH/USD
3444.7,3444.81,3433.83,3434.56,0.0,2024-07-23 13:50:00,ETH/USD
3434.56,3440.01,3433.12,3439.49,0.0,2024-07-23 13:51:00,ETH/USD
3439.49,3440.17,3435.13,3437.92,0.0,2024-07-23 13:52:00,ETH/USD
3437.92,3440.47,3436.11,3436.16,0.0,2024-07-23 13:53:00,ETH/USD
3436.16,3436.4,3433.21,3434.81,0.0,2024-07-23 13:54:00,ETH/USD
3434.81,3439.14,3434.81,3438.37,0.0,2024-07-23 13:55:00,ETH/USD
3438.37,3448.47,3438.14,3448.37,0.0,2024-07-23 13:56:00,ETH/USD
3448.37,3448.96,3445.48,3446.99,0.0,2024-07-23 13:57:00,ETH/USD
3446.99,3447.28,3445.59,3445.85,0.0,2024-07-23 13:58:00,ETH/USD
3445.85,3445.92,3440.37,3440.59,0.0,2024-07-23 13:59:00,ETH/USD
3440.59,3442.85,3439.59,3442.73,0.0,2024-07-23 14:00:00,ETH/USD
3442.73,3447.84,3442.38,3447.84,0.0,2024-07-23 14:01:00,ETH/USD
3447.84,3449.74,3444.4,3444.4,0.0,2024-07-23 14:02:00,ETH/USD
3444.4,3448.35,3441.24,3448.11,0.0,2024-07-23 14:03:00,ETH/USD
3448.11,3449.92,3448.11,3449.8,0.0,2024-07-23 14:04:00,ETH/USD
3449.8,3464.22,3449.71,3463.88,0.0,2024-07-23 14:05:00,ETH/USD
3463.88,3467.72,3462.83,3466.34,0.0,2024-07-23 14:06:00,ETH/USD
3466.34,3471.07,3466.34,3470.82,0.0,2024-07-23 14:07:00,ETH/USD
3470.82,3471.93,3466.63,3467.09,0.0,2024-07-23 14:08:00,ETH/USD
3467.09,3467.33,3460.88,3464.72,0.0,2024-07-23 14:09:00,ETH/USD
3464.72,3466.67,3461.92,3462.28,0.0,2024-07-23 14:10:00,ETH/USD
3462.28,3464.88,3461.9,3462.71,0.0,2024-07-23 14:11:00,ETH/USD
3462.71,3464.09,3462.71,3463.37,0.0,2024-07-23 14:12:00,ETH/USD
3463.37,3463.45,3460.03,3460.59,0.0,2024-07-23 14:13:00,ETH/USD
3460.59,3462.32,3460.59,3461.74,0.0,2024-07-23 14:14:00,ETH/USD
3461.74,3468.31,3459.9,3466.69,0.0,2024-07-23 14:15:00,ETH/USD
3466.69,3471.85,3466.61,3470.19,0.0,2024-07-23 14:16:00,ETH/USD
3470.19,3470.32,3467.82,3468.84,0.0,2024-07-23 14:17:00,ETH/USD
3468.84,3471.51,3467.91,3471.46,0.0,2024-07-23 14:18:00,ETH/USD
3471.46,3473.84,3470.55,3473.07,0.0,2024-07-23 14:19:00,ETH/USD
3473.07,3473.8,3472.23,3472.92,0.0,2024-07-23 14:20:00,ETH/USD
3472.92,3476.92,3472.92,3475.21,0.0,2024-07-23 14:21:00,ETH/USD
3475.21,3476.61,3474.6,3475.19,0.0,2024-07-23 14:22:00,ETH/USD
3475.19,3475.19,3469.04,3469.25,0.0,2024-07-23 14:23:00,ETH/USD
3469.25,3470.71,3465.43,3465.55,0.0,2024-07-23 14:24:00,ETH/USD
3465.55,3472.56,3465.1,3472.18,0.0,2024-07-23 14:25:00,ETH/USD
3472.18,3476.17,3471.6,3475.03,0.0,2024-07-23 14:26:00,ETH/USD
3475.03,3475.82,3474.56,3475.56,0.0,2024-07-23 14:27:00,ETH/USD
3475.56,3476.42,3475.26,3475.67,0.0,2024-07-23 14:28:00,ETH/USD
3475.67,3475.86,3473.22,3473.22,0.0,2024-07-23 14:29:00,ETH/USD
3473.22,3473.9,3470.74,3470.76,0.0,2024-07-23 14:30:00,ETH/USD
3470.76,3474.91,3470.76,3473.2,0.0,2024-07-23 14:31:00,ETH/USD
3473.2,3477.16,3470.96,3476.51,0.0,2024-07-23 14:32:00,ETH/USD
3476.51,3478.69,3476.32,3477.73,0.0,2024-07-23 14:33:00,ETH/USD
3477.73,3480.64,3477.27,3480.19,0.0,2024-07-23 14:34:00,ETH/USD
3480.19,3480.51,3479.34,3480.38,0.0,2024-07-23 14:35:00,ETH/USD
3480.38,3487.11,3480.38,3486.49,0.0,2024-07-23 14:36:00,ETH/USD
3486.49,3495.7,3485.17,3495.43,0.0,2024-07-23 14:37:00,ETH/USD
3495.43,3495.43,3489.73,3490.3,0.0,2024-07-23 14:38:00,ETH/USD
3490.3,3495.68,3489.47,3495.53,0.0,2024-07-23 14:39:00,ETH/USD
3495.53,3496.86,3491.64,3492.13,0.0,2024-07-23 14:40:00,ETH/USD
3492.13,3497.16,3491.94,3496.98,0.0,2024-07-23 14:41:00,ETH/USD
3496.98,3497.26,3494.62,3495.17,0.0,2024-07-23 14:42:00,ETH/USD
3495.17,3495.17,3492.29,3492.78,0.0,2024-07-23 14:43:00,ETH/USD
3492.78,3497.86,3492.41,3497.81,0.0,2024-07-23 14:44:00,ETH/USD
3497.81,3498.05,3491.2,3492.5,0.0,2024-07-23 14:45:00,ETH/USD
3492.5,3495.1,3492.5,3492.73,0.0,2024-07-23 14:46:00,ETH/USD
3492.73,3494.28,3490.43,3490.43,0.0,2024-07-23 14:47:00,ETH/USD
3490.43,3490.43,3487.47,3488.73,0.0,2024-07-23 14:48:00,ETH/USD
3488.73,3490.51,3488.12,3489.22,0.0,2024-07-23 14:49:00,ETH/USD
3489.22,3490.33,3488.12,3488.27,0.0,2024-07-23 14:50:00,ETH/USD
3488.27,3489.16,3487.94,3488.97,0.0,2024-07-23 14:51:00,ETH/USD
3488.97,3490.17,3488.67,3490.09,0.0,2024-07-23 14:52:00,ETH/USD
3490.09,3493.55,3489.94,3491.55,0.0,2024-07-23 14:53:00,ETH/USD
3491.55,3492.01,3490.81,3490.97,0.0,2024-07-23 14:54:00,ETH/USD
3490.97,3492.02,3490.97,3491.65,0.0,2024-07-23 14:55:00,ETH/USD
3491.65,3492.0,3491.08,3491.94,0.0,2024-07-23 14:56:00,ETH/USD
3491.94,3493.06,3491.94,3492.63,0.0,2024-07-23 14:57:00,ETH/USD
3492.63,3492.63,3490.44,3490.58,0.0,2024-07-23 14:58:00,ETH/USD
3490.58,3490.7,3489.67,3490.23,0.0,2024-07-23 14:59:00,ETH/USD
3490.23,3490.23,3483.97,3484.38,0.0,2024-07-23 15:00:00,ETH/USD
3484.38,3485.21,3480.24,3485.12,0.0,2024-07-23 15:01:00,ETH/USD
3485.12,3485.13,3479.58,3480.79,0.0,2024-07-23 15:02:00,ETH/USD
3480.79,3481.09,3479.9,3480.43,0.0,2024-07-23 15:03:00,ETH/USD
3480.43,3480.43,3473.33,3476.08,0.0,2024-07-23 15:04:00,ETH/USD
3476.08,3476.43,3473.72,3474.16,0.0,2024-07-23 15:05:00,ETH/USD
3474.16,3474.53,3461.07,3463.56,0.0,2024-07-23 15:06:00,ETH/USD
3463.56,3470.34,3463.43,3470.01,0.0,2024-07-23 15:07:00,ETH/USD
3470.01,3471.41,3469.4,3470.11,0.0,2024-07-23 15:08:00,ETH/USD
3470.11,3472.53,3469.44,3472.53,0.0,2024-07-23 15:09:00,ETH/USD
3472.53,3476.36,3471.82,3475.14,0.0,2024-07-23 15:10:00,ETH/USD
3475.14,3476.52,3474.46,3474.46,0.0,2024-07-23 15:11:00,ETH/USD
3474.46,3475.09,3471.57,3471.57,0.0,2024-07-23 15:12:00,ETH/USD
3471.57,3472.54,3468.78,3469.01,0.0,2024-07-23 15:13:00,ETH/USD
3469.01,3472.48,3467.71,3472.47,0.0,2024-07-23 15:14:00,ETH/USD
3472.47,3475.51,3470.73,3475.25,0.0,2024-07-23 15:15:00,ETH/USD
3475.25,3476.86,3473.87,3474.84,0.0,2024-07-23 15:16:00,ETH/USD
3474.84,3475.21,3470.58,3470.58,0.0,2024-07-23 15:17:00,ETH/USD
3470.58,3473.19,3470.22,3470.22,0.0,2024-07-23 15:18:00,ETH/USD
3470.22,3472.3,3464.42,3468.72,0.0,2024-07-23 15:19:00,ETH/USD
3468.72,3476.55,3468.46,3473.69,0.0,2024-07-23 15:20:00,ETH/USD
3473.69,3480.08,3473.12,3475.73,0.0,2024-07-23 15:21:00,ETH/USD
3475.73,3477.43,3470.94,3474.16,0.0,2024-07-23 15:22:00,ETH/USD
3474.16,3474.77,3461.04,3469.74,0.0,2024-07-23 15:23:00,ETH/USD
3469.74,3470.94,3455.79,3469.46,0.0,2024-07-23 15:24:00,ETH/USD
3469.46,3475.77,3460.93,3471.8,0.0,2024-07-23 15:25:00,ETH/USD
3471.8,3472.81,3460.37,3461.04,0.0,2024-07-23 15:26:00,ETH/USD
3461.04,3469.99,3459.27,3464.55,0.0,2024-07-23 15:27:00,ETH/USD
3464.55,3475.68,3452.86,3459.23,0.0,2024-07-23 15:28:00,ETH/USD
3459.23,3460.15,3448.95,3450.05,0.0,2024-07-23 15:29:00,ETH/USD
3450.05,3450.28,3443.76,3446.6,0.0,2024-07-23 15:30:00,ETH/USD
3446.6,3452.02,3443.22,3449.43,0.0,2024-07-23 15:31:00,ETH/USD
3449.43,3451.96,3448.61,3448.61,0.0,2024-07-23 15:32:00,ETH/USD
3448.61,3451.33,3442.02,3442.85,0.0,2024-07-23 15:33:00,ETH/USD
3442.85,3443.32,3438.95,3441.09,0.0,2024-07-23 15:34:00,ETH/USD
3441.09,3441.19,3435.67,3438.44,0.0,2024-07-23 15:35:00,ETH/USD
3438.44,3451.89,3435.11,3447.47,0.0,2024-07-23 15:36:00,ETH/USD
3447.47,3452.75,3446.21,3448.61,0.0,2024-07-23 15:37:00,ETH/USD
3448.61,3453.36,3446.16,3446.16,0.0,2024-07-23 15:38:00,ETH/USD
3446.16,3451.15,3437.65,3438.37,0.0,2024-07-23 15:39:00,ETH/USD
3438.37,3448.6,3438.17,3447.94,0.0,2024-07-23 15:40:00,ETH/USD
3447.94,3456.98,3444.65,3452.87,0.0,2024-07-23 15:41:00,ETH/USD
3452.87,3458.86,3444.16,3450.61,0.0,2024-07-23 15:42:00,ETH/USD
3450.61,3451.67,3446.96,3450.72,0.0,2024-07-23 15:43:00,ETH/USD
3450.72,3452.18,3449.86,3450.5,0.0,2024-07-23 15:44:00,ETH/USD
3450.5,3451.65,3449.67,3451.52,0.0,2024-07-23 15:45:00,ETH/USD
3451.52,3451.52,3448.71,3449.8,0.0,2024-07-23 15:46:00,ETH/USD
3449.8,3449.96,3445.33,3445.33,0.0,2024-07-23 15:47:00,ETH/USD
3445.33,3446.09,3441.91,3444.28,0.0,2024-07-23 15:48:00,ETH/USD
3444.28,3448.6,3444.17,3448.6,0.0,2024-07-23 15:49:00,ETH/USD
3448.6,3450.18,3448.42,3449.16,0.0,2024-07-23 15:50:00,ETH/USD
3449.16,3449.67,3447.92,3447.92,0.0,2024-07-23 15:51:00,ETH/USD
3447.92,3450.07,3446.91,3450.07,0.0,2024-07-23 15:52:00,ETH/USD
3450.07,3452.06,3449.67,3451.9,0.0,2024-07-23 15:53:00,ETH/USD
3451.9,3452.97,3450.53,3450.8,0.0,2024-07-23 15:54:00,ETH/USD
3450.8,3451.38,3450.02,3450.74,0.0,2024-07-23 15:55:00,ETH/USD
3450.74,3455.16,3450.7,3453.84,0.0,2024-07-23 15:56:00,ETH/USD
3453.84,3453.98,3450.68,3451.45,0.0,2024-07-23 15:57:00,ETH/USD
3451.45,3455.11,3451.21,3455.11,0.0,2024-07-23 15:58:00,ETH/USD
3455.11,3457.53,3454.99,3456.12,0.0,2024-07-23 15:59:00,ETH/USD
3456.12,3456.78,3453.57,3456.62,0.0,2024-07-23 16:00:00,ETH/USD
3456.62,3458.41,3452.34,3452.64,0.0,2024-07-23 16:01:00,ETH/USD
3452.64,3453.36,3452.08,3452.49,0.0,2024-07-23 16:02:00,ETH/USD
3452.49,3454.52,3452.32,3453.67,0.0,2024-07-23 16:03:00,ETH/USD
3453.67,3458.61,3453.67,3457.81,0.0,2024-07-23 16:04:00,ETH/USD
3457.81,3458.24,3455.33,3455.45,0.0,2024-07-23 16:05:00,ETH/USD
3455.45,3457.55,3455.23,3457.55,0.0,2024-07-23 16:06:00,ETH/USD
3457.55,3459.01,3456.77,3458.44,0.0,2024-07-23 16:07:00,ETH/USD
3458.44,3460.59,3457.9,3460.5,0.0,2024-07-23 16:08:00,ETH/USD
3460.5,3463.73,3460.5,3462.56,0.0,2024-07-23 16:09:00,ETH/USD
3462.56,3462.65,3458.46,3459.23,0.0,2024-07-23 16:10:00,ETH/USD
3459.23,3460.37,3455.82,3456.22,0.0,2024-07-23 16:11:00,ETH/USD
3456.22,3456.25,3451.6,3451.68,0.0,2024-07-23 16:12:00,ETH/USD
3451.68,3451.68,3449.76,3451.28,0.0,2024-07-23 16:13:00,ETH/USD
3451.28,3455.98,3451.28,3454.6,0.0,2024-07-23 16:14:00,ETH/USD
